"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2015","Scotland","Rape","Per hundred thousand inhabitants","31.59",""
"2015","Scotland","Sexual assault","Per hundred thousand inhabitants","76.17",""
"2015","Scotland","Robbery","Per hundred thousand inhabitants","24.77",""
"2015","Scotland","Burglary","Per hundred thousand inhabitants","329.26",""
"2015","Scotland","Burglary of private residential premises","Per hundred thousand inhabitants","243.65",""
"2015","Scotland","Theft","Per hundred thousand inhabitants","1,619.49",""
"2015","Scotland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","93.87",""
"2015","Scotland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","660.41",""
"2015","Northern Ireland (UK)","Intentional homicide","Per hundred thousand inhabitants","1.25",""
"2015","Northern Ireland (UK)","Attempted intentional homicide","Per hundred thousand inhabitants","6.06",""
"2015","Northern Ireland (UK)","Assault","Per hundred thousand inhabitants","65.29",""
"2015","Northern Ireland (UK)","Kidnapping","Per hundred thousand inhabitants","3.52",""
"2015","Northern Ireland (UK)","Sexual violence","Per hundred thousand inhabitants","157.62",""
"2015","Northern Ireland (UK)","Rape","Per hundred thousand inhabitants","40.79",""
"2015","Northern Ireland (UK)","Sexual assault","Per hundred thousand inhabitants","70.52",""
"2015","Northern Ireland (UK)","Robbery","Per hundred thousand inhabitants","43.85",""
"2015","Northern Ireland (UK)","Burglary","Per hundred thousand inhabitants","496.24",""
"2015","Northern Ireland (UK)","Burglary of private residential premises","Per hundred thousand inhabitants","330.30",""
"2015","Northern Ireland (UK)","Theft","Per hundred thousand inhabitants","1,392.41",""
"2015","Northern Ireland (UK)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","91.92",""
"2015","Northern Ireland (UK)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","291.46",""
"2015","Iceland","Intentional homicide","Per hundred thousand inhabitants","0.91",""
"2015","Iceland","Attempted intentional homicide","Per hundred thousand inhabitants","0.30",""
"2015","Iceland","Assault","Per hundred thousand inhabitants","25.83",""
"2015","Iceland","Kidnapping","Per hundred thousand inhabitants",":",""
"2015","Iceland","Sexual violence","Per hundred thousand inhabitants","134.31",""
"2015","Iceland","Rape","Per hundred thousand inhabitants","54.09",""
"2015","Iceland","Sexual assault","Per hundred thousand inhabitants","13.67",""
"2015","Iceland","Robbery","Per hundred thousand inhabitants","16.10",""
"2015","Iceland","Burglary","Per hundred thousand inhabitants","386.81",""
"2015","Iceland","Burglary of private residential premises","Per hundred thousand inhabitants","122.15",""
"2015","Iceland","Theft","Per hundred thousand inhabitants","1,225.16",""
"2015","Iceland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","144.33",""
"2015","Iceland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","571.25",""
"2015","Liechtenstein","Intentional homicide","Per hundred thousand inhabitants","0.00",""
"2015","Liechtenstein","Attempted intentional homicide","Per hundred thousand inhabitants","0.00",""
"2015","Liechtenstein","Assault","Per hundred thousand inhabitants","329.18",""
"2015","Liechtenstein","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2015","Liechtenstein","Sexual violence","Per hundred thousand inhabitants","24.09",""
"2015","Liechtenstein","Rape","Per hundred thousand inhabitants","2.68",""
"2015","Liechtenstein","Sexual assault","Per hundred thousand inhabitants","42.82",""
"2015","Liechtenstein","Robbery","Per hundred thousand inhabitants","8.03",""
"2015","Liechtenstein","Burglary","Per hundred thousand inhabitants","449.61",""
"2015","Liechtenstein","Burglary of private residential premises","Per hundred thousand inhabitants","272.98",""
"2015","Liechtenstein","Theft","Per hundred thousand inhabitants","516.51",""
"2015","Liechtenstein","Theft of a motorized land vehicle","Per hundred thousand inhabitants","21.41",""
"2015","Liechtenstein","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","738.64",""
"2015","Norway","Intentional homicide","Per hundred thousand inhabitants","0.46",""
"2015","Norway","Attempted intentional homicide","Per hundred thousand inhabitants","1.18",""
"2015","Norway","Assault","Per hundred thousand inhabitants","43.34",""
"2015","Norway","Kidnapping","Per hundred thousand inhabitants",":",""
"2015","Norway","Sexual violence","Per hundred thousand inhabitants","84.37",""
"2015","Norway","Rape","Per hundred thousand inhabitants","36.85",""
"2015","Norway","Sexual assault","Per hundred thousand inhabitants","40.99",""
"2015","Norway","Robbery","Per hundred thousand inhabitants","18.00",""
"2015","Norway","Burglary","Per hundred thousand inhabitants",":",""
"2015","Norway","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2015","Norway","Theft","Per hundred thousand inhabitants","2,222.55",""
"2015","Norway","Theft of a motorized land vehicle","Per hundred thousand inhabitants","103.84",""
"2015","Norway","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","805.15",""
"2015","Switzerland","Intentional homicide","Per hundred thousand inhabitants","0.69",""
"2015","Switzerland","Attempted intentional homicide","Per hundred thousand inhabitants","1.71",""
"2015","Switzerland","Assault","Per hundred thousand inhabitants","7.48",""
"2015","Switzerland","Kidnapping","Per hundred thousand inhabitants","0.05",""
"2015","Switzerland","Sexual violence","Per hundred thousand inhabitants","32.90",""
"2015","Switzerland","Rape","Per hundred thousand inhabitants","6.46",""
"2015","Switzerland","Sexual assault","Per hundred thousand inhabitants","26.44",""
"2015","Switzerland","Robbery","Per hundred thousand inhabitants","22.57",""
"2015","Switzerland","Burglary","Per hundred thousand inhabitants","638.15",""
"2015","Switzerland","Burglary of private residential premises","Per hundred thousand inhabitants","372.24",""
"2015","Switzerland","Theft","Per hundred thousand inhabitants","1,881.63",""
"2015","Switzerland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","76.75",""
"2015","Switzerland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","1,045.54",""
"2015","Montenegro","Intentional homicide","Per hundred thousand inhabitants","2.73",""
"2015","Montenegro","Attempted intentional homicide","Per hundred thousand inhabitants","6.43",""
"2015","Montenegro","Assault","Per hundred thousand inhabitants","22.50",""
"2015","Montenegro","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2015","Montenegro","Sexual violence","Per hundred thousand inhabitants","4.18",""
"2015","Montenegro","Rape","Per hundred thousand inhabitants","0.80",""
"2015","Montenegro","Sexual assault","Per hundred thousand inhabitants","3.38",""
"2015","Montenegro","Robbery","Per hundred thousand inhabitants","25.08",""
"2015","Montenegro","Burglary","Per hundred thousand inhabitants","150.94",""
"2015","Montenegro","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2015","Montenegro","Theft","Per hundred thousand inhabitants","132.94",""
"2015","Montenegro","Theft of a motorized land vehicle","Per hundred thousand inhabitants","5.14",""
"2015","Montenegro","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","29.58",""
"2015","North Macedonia","Intentional homicide","Per hundred thousand inhabitants","1.01",""
"2015","North Macedonia","Attempted intentional homicide","Per hundred thousand inhabitants","2.27",""
"2015","North Macedonia","Assault","Per hundred thousand inhabitants","7.44",""
"2015","North Macedonia","Kidnapping","Per hundred thousand inhabitants","0.53",""
"2015","North Macedonia","Sexual violence","Per hundred thousand inhabitants","5.80",""
"2015","North Macedonia","Rape","Per hundred thousand inhabitants","1.98",""
"2015","North Macedonia","Sexual assault","Per hundred thousand inhabitants",":",""
"2015","North Macedonia","Robbery","Per hundred thousand inhabitants","13.44",""
"2015","North Macedonia","Burglary","Per hundred thousand inhabitants",":",""
"2015","North Macedonia","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2015","North Macedonia","Theft","Per hundred thousand inhabitants",":",""
"2015","North Macedonia","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2015","North Macedonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","0.82",""
"2015","Albania","Intentional homicide","Per hundred thousand inhabitants","1.86",""
"2015","Albania","Attempted intentional homicide","Per hundred thousand inhabitants","4.77",""
"2015","Albania","Assault","Per hundred thousand inhabitants","5.84",""
"2015","Albania","Kidnapping","Per hundred thousand inhabitants","0.27",""
"2015","Albania","Sexual violence","Per hundred thousand inhabitants","5.16",""
"2015","Albania","Rape","Per hundred thousand inhabitants","2.46",""
"2015","Albania","Sexual assault","Per hundred thousand inhabitants","2.70",""
"2015","Albania","Robbery","Per hundred thousand inhabitants","8.09",""
"2015","Albania","Burglary","Per hundred thousand inhabitants","7.98",""
"2015","Albania","Burglary of private residential premises","Per hundred thousand inhabitants","47.95",""
"2015","Albania","Theft","Per hundred thousand inhabitants","248.48",""
"2015","Albania","Theft of a motorized land vehicle","Per hundred thousand inhabitants","9.57",""
"2015","Albania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","80.74",""
"2015","Serbia","Intentional homicide","Per hundred thousand inhabitants","1.35",""
"2015","Serbia","Attempted intentional homicide","Per hundred thousand inhabitants","1.94",""
"2015","Serbia","Assault","Per hundred thousand inhabitants","19.99",""
"2015","Serbia","Kidnapping","Per hundred thousand inhabitants","0.20",""
"2015","Serbia","Sexual violence","Per hundred thousand inhabitants","3.53",""
"2015","Serbia","Rape","Per hundred thousand inhabitants","1.60",""
"2015","Serbia","Sexual assault","Per hundred thousand inhabitants","1.88",""
"2015","Serbia","Robbery","Per hundred thousand inhabitants","42.65",""
"2015","Serbia","Burglary","Per hundred thousand inhabitants","316.27",""
"2015","Serbia","Burglary of private residential premises","Per hundred thousand inhabitants","77.46",""
"2015","Serbia","Theft","Per hundred thousand inhabitants","344.13",""
"2015","Serbia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","23.75",""
"2015","Serbia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","80.20",""
"2015","Turkey","Intentional homicide","Per hundred thousand inhabitants",":",""
"2015","Turkey","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2015","Turkey","Assault","Per hundred thousand inhabitants",":",""
"2015","Turkey","Kidnapping","Per hundred thousand inhabitants",":",""
"2015","Turkey","Sexual violence","Per hundred thousand inhabitants",":",""
"2015","Turkey","Rape","Per hundred thousand inhabitants",":",""
"2015","Turkey","Sexual assault","Per hundred thousand inhabitants",":",""
"2015","Turkey","Robbery","Per hundred thousand inhabitants",":",""
"2015","Turkey","Burglary","Per hundred thousand inhabitants",":",""
"2015","Turkey","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2015","Turkey","Theft","Per hundred thousand inhabitants",":",""
"2015","Turkey","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2015","Turkey","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Intentional homicide","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Assault","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Kidnapping","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Sexual violence","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Rape","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Sexual assault","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Robbery","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Burglary","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Theft","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2015","Bosnia and Herzegovina","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Intentional homicide","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Attempted intentional homicide","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Assault","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Kidnapping","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual violence","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Rape","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual assault","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Robbery","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Burglary","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants",":",""
"2016","Belgium","Intentional homicide","Per hundred thousand inhabitants","1.54",""
"2016","Belgium","Attempted intentional homicide","Per hundred thousand inhabitants","7.76",""
"2016","Belgium","Assault","Per hundred thousand inhabitants","616.76",""
"2016","Belgium","Kidnapping","Per hundred thousand inhabitants","10.62",""
"2016","Belgium","Sexual violence","Per hundred thousand inhabitants","64.30",""
"2016","Belgium","Rape","Per hundred thousand inhabitants","29.49",""
"2016","Belgium","Sexual assault","Per hundred thousand inhabitants","34.81",""
"2016","Belgium","Robbery","Per hundred thousand inhabitants","181.29",""
"2016","Belgium","Burglary","Per hundred thousand inhabitants",":",""
"2016","Belgium","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Belgium","Theft","Per hundred thousand inhabitants",":",""
"2016","Belgium","Theft of a motorized land vehicle","Per hundred thousand inhabitants",":",""
"2016","Belgium","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","485.98",""
"2016","Bulgaria","Intentional homicide","Per hundred thousand inhabitants","1.10",""
"2016","Bulgaria","Attempted intentional homicide","Per hundred thousand inhabitants","1.06",""
"2016","Bulgaria","Assault","Per hundred thousand inhabitants","34.53",""
"2016","Bulgaria","Kidnapping","Per hundred thousand inhabitants","0.98",""
"2016","Bulgaria","Sexual violence","Per hundred thousand inhabitants","7.74",""
"2016","Bulgaria","Rape","Per hundred thousand inhabitants","1.78",""
"2016","Bulgaria","Sexual assault","Per hundred thousand inhabitants",":",""
"2016","Bulgaria","Robbery","Per hundred thousand inhabitants","23.29",""
"2016","Bulgaria","Burglary","Per hundred thousand inhabitants","142.04",""
"2016","Bulgaria","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Bulgaria","Theft","Per hundred thousand inhabitants","457.48",""
"2016","Bulgaria","Theft of a motorized land vehicle","Per hundred thousand inhabitants","44.87",""
"2016","Bulgaria","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","66.23",""
"2016","Czechia","Intentional homicide","Per hundred thousand inhabitants","0.62",""
"2016","Czechia","Attempted intentional homicide","Per hundred thousand inhabitants","0.67",""
"2016","Czechia","Assault","Per hundred thousand inhabitants","47.85",""
"2016","Czechia","Kidnapping","Per hundred thousand inhabitants","0.17",""
"2016","Czechia","Sexual violence","Per hundred thousand inhabitants","13.20",""
"2016","Czechia","Rape","Per hundred thousand inhabitants","6.15",""
"2016","Czechia","Sexual assault","Per hundred thousand inhabitants","6.91",""
"2016","Czechia","Robbery","Per hundred thousand inhabitants","15.60",""
"2016","Czechia","Burglary","Per hundred thousand inhabitants","267.39",""
"2016","Czechia","Burglary of private residential premises","Per hundred thousand inhabitants","76.05",""
"2016","Czechia","Theft","Per hundred thousand inhabitants","681.11",""
"2016","Czechia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","224.42",""
"2016","Czechia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","52.75",""
"2016","Denmark","Intentional homicide","Per hundred thousand inhabitants","0.93",""
"2016","Denmark","Attempted intentional homicide","Per hundred thousand inhabitants","3.40",""
"2016","Denmark","Assault","Per hundred thousand inhabitants","30.36",""
"2016","Denmark","Kidnapping","Per hundred thousand inhabitants",":",""
"2016","Denmark","Sexual violence","Per hundred thousand inhabitants","66.46",""
"2016","Denmark","Rape","Per hundred thousand inhabitants","29.42",""
"2016","Denmark","Sexual assault","Per hundred thousand inhabitants","37.04",""
"2016","Denmark","Robbery","Per hundred thousand inhabitants","38.28",""
"2016","Denmark","Burglary","Per hundred thousand inhabitants","1,053.68",""
"2016","Denmark","Burglary of private residential premises","Per hundred thousand inhabitants","777.59",""
"2016","Denmark","Theft","Per hundred thousand inhabitants","3,951.31",""
"2016","Denmark","Theft of a motorized land vehicle","Per hundred thousand inhabitants","4.22",""
"2016","Denmark","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","414.96",""
"2016","Germany (until 1990 former territory of the FRG)","Intentional homicide","Per hundred thousand inhabitants","0.91",""
"2016","Germany (until 1990 former territory of the FRG)","Attempted intentional homicide","Per hundred thousand inhabitants","2.14",""
"2016","Germany (until 1990 former territory of the FRG)","Assault","Per hundred thousand inhabitants","170.41",""
"2016","Germany (until 1990 former territory of the FRG)","Kidnapping","Per hundred thousand inhabitants","5.79",""
"2016","Germany (until 1990 former territory of the FRG)","Sexual violence","Per hundred thousand inhabitants","45.23",""
"2016","Germany (until 1990 former territory of the FRG)","Rape","Per hundred thousand inhabitants","9.64",""
"2016","Germany (until 1990 former territory of the FRG)","Sexual assault","Per hundred thousand inhabitants","35.59",""
"2016","Germany (until 1990 former territory of the FRG)","Robbery","Per hundred thousand inhabitants","52.34",""
"2016","Germany (until 1990 former territory of the FRG)","Burglary","Per hundred thousand inhabitants","526.59",""
"2016","Germany (until 1990 former territory of the FRG)","Burglary of private residential premises","Per hundred thousand inhabitants","184.08",""
"2016","Germany (until 1990 former territory of the FRG)","Theft","Per hundred thousand inhabitants","1,570.39",""
"2016","Germany (until 1990 former territory of the FRG)","Theft of a motorized land vehicle","Per hundred thousand inhabitants","72.57",""
"2016","Germany (until 1990 former territory of the FRG)","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","368.23",""
"2016","Estonia","Intentional homicide","Per hundred thousand inhabitants","2.51",""
"2016","Estonia","Attempted intentional homicide","Per hundred thousand inhabitants","0.84",""
"2016","Estonia","Assault","Per hundred thousand inhabitants","7.07",""
"2016","Estonia","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2016","Estonia","Sexual violence","Per hundred thousand inhabitants","20.59",""
"2016","Estonia","Rape","Per hundred thousand inhabitants","11.55",""
"2016","Estonia","Sexual assault","Per hundred thousand inhabitants","9.04",""
"2016","Estonia","Robbery","Per hundred thousand inhabitants","18.85",""
"2016","Estonia","Burglary","Per hundred thousand inhabitants",":",""
"2016","Estonia","Burglary of private residential premises","Per hundred thousand inhabitants","100.92",""
"2016","Estonia","Theft","Per hundred thousand inhabitants","682.55",""
"2016","Estonia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","28.34",""
"2016","Estonia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","429.58",""
"2016","Ireland","Intentional homicide","Per hundred thousand inhabitants","0.78",""
"2016","Ireland","Attempted intentional homicide","Per hundred thousand inhabitants","0.51",""
"2016","Ireland","Assault","Per hundred thousand inhabitants","76.04",""
"2016","Ireland","Kidnapping","Per hundred thousand inhabitants","1.57",""
"2016","Ireland","Sexual violence","Per hundred thousand inhabitants","47.16",""
"2016","Ireland","Rape","Per hundred thousand inhabitants","10.85",""
"2016","Ireland","Sexual assault","Per hundred thousand inhabitants","36.31",""
"2016","Ireland","Robbery","Per hundred thousand inhabitants","44.41",""
"2016","Ireland","Burglary","Per hundred thousand inhabitants","391.07",""
"2016","Ireland","Burglary of private residential premises","Per hundred thousand inhabitants",":",""
"2016","Ireland","Theft","Per hundred thousand inhabitants","1,370.72",""
"2016","Ireland","Theft of a motorized land vehicle","Per hundred thousand inhabitants","102.43",""
"2016","Ireland","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","339.27",""
"2016","Greece","Intentional homicide","Per hundred thousand inhabitants","0.75",""
"2016","Greece","Attempted intentional homicide","Per hundred thousand inhabitants","1.22",""
"2016","Greece","Assault","Per hundred thousand inhabitants","14.05",""
"2016","Greece","Kidnapping","Per hundred thousand inhabitants","0.57",""
"2016","Greece","Sexual violence","Per hundred thousand inhabitants","4.57",""
"2016","Greece","Rape","Per hundred thousand inhabitants","1.44",""
"2016","Greece","Sexual assault","Per hundred thousand inhabitants","2.44",""
"2016","Greece","Robbery","Per hundred thousand inhabitants","43.82",""
"2016","Greece","Burglary","Per hundred thousand inhabitants","609.44",""
"2016","Greece","Burglary of private residential premises","Per hundred thousand inhabitants","217.18",""
"2016","Greece","Theft","Per hundred thousand inhabitants","943.80",""
"2016","Greece","Theft of a motorized land vehicle","Per hundred thousand inhabitants","244.01",""
"2016","Greece","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","102.80",""
"2016","Spain","Intentional homicide","Per hundred thousand inhabitants","0.63",""
"2016","Spain","Attempted intentional homicide","Per hundred thousand inhabitants","1.75",""
"2016","Spain","Assault","Per hundred thousand inhabitants","37.32",""
"2016","Spain","Kidnapping","Per hundred thousand inhabitants","0.20",""
"2016","Spain","Sexual violence","Per hundred thousand inhabitants","23.35",""
"2016","Spain","Rape","Per hundred thousand inhabitants","2.69",""
"2016","Spain","Sexual assault","Per hundred thousand inhabitants","16.10",""
"2016","Spain","Robbery","Per hundred thousand inhabitants","152.12",""
"2016","Spain","Burglary","Per hundred thousand inhabitants","421.86",""
"2016","Spain","Burglary of private residential premises","Per hundred thousand inhabitants","243.99",""
"2016","Spain","Theft","Per hundred thousand inhabitants","351.16",""
"2016","Spain","Theft of a motorized land vehicle","Per hundred thousand inhabitants","68.21",""
"2016","Spain","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","26.80",""
"2016","France","Intentional homicide","Per hundred thousand inhabitants","1.55",""
"2016","France","Attempted intentional homicide","Per hundred thousand inhabitants","3.59",""
"2016","France","Assault","Per hundred thousand inhabitants","363.86",""
"2016","France","Kidnapping","Per hundred thousand inhabitants","5.72",""
"2016","France","Sexual violence","Per hundred thousand inhabitants","56.42",""
"2016","France","Rape","Per hundred thousand inhabitants","22.31",""
"2016","France","Sexual assault","Per hundred thousand inhabitants","34.11",""
"2016","France","Robbery","Per hundred thousand inhabitants","156.72",""
"2016","France","Burglary","Per hundred thousand inhabitants","573.56",""
"2016","France","Burglary of private residential premises","Per hundred thousand inhabitants","361.29",""
"2016","France","Theft","Per hundred thousand inhabitants","2,069.24",""
"2016","France","Theft of a motorized land vehicle","Per hundred thousand inhabitants","241.93",""
"2016","France","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","336.36",""
"2016","Croatia","Intentional homicide","Per hundred thousand inhabitants","1.05",""
"2016","Croatia","Attempted intentional homicide","Per hundred thousand inhabitants","2.22",""
"2016","Croatia","Assault","Per hundred thousand inhabitants","18.85",""
"2016","Croatia","Kidnapping","Per hundred thousand inhabitants","0.02",""
"2016","Croatia","Sexual violence","Per hundred thousand inhabitants","16.13",""
"2016","Croatia","Rape","Per hundred thousand inhabitants","7.59",""
"2016","Croatia","Sexual assault","Per hundred thousand inhabitants","8.54",""
"2016","Croatia","Robbery","Per hundred thousand inhabitants","25.49",""
"2016","Croatia","Burglary","Per hundred thousand inhabitants","295.97",""
"2016","Croatia","Burglary of private residential premises","Per hundred thousand inhabitants","105.21",""
"2016","Croatia","Theft","Per hundred thousand inhabitants","303.98",""
"2016","Croatia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","21.24",""
"2016","Croatia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","67.72",""
"2016","Italy","Intentional homicide","Per hundred thousand inhabitants","0.67",""
"2016","Italy","Attempted intentional homicide","Per hundred thousand inhabitants","1.78",""
"2016","Italy","Assault","Per hundred thousand inhabitants","105.52",""
"2016","Italy","Kidnapping","Per hundred thousand inhabitants","0.32",""
"2016","Italy","Sexual violence","Per hundred thousand inhabitants","7.44",""
"2016","Italy","Rape","Per hundred thousand inhabitants",":",""
"2016","Italy","Sexual assault","Per hundred thousand inhabitants",":",""
"2016","Italy","Robbery","Per hundred thousand inhabitants","55.09",""
"2016","Italy","Burglary","Per hundred thousand inhabitants",":",""
"2016","Italy","Burglary of private residential premises","Per hundred thousand inhabitants","352.84",""
"2016","Italy","Theft","Per hundred thousand inhabitants","1,866.92",""
"2016","Italy","Theft of a motorized land vehicle","Per hundred thousand inhabitants","258.70",""
"2016","Italy","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","58.00",""
"2016","Cyprus","Intentional homicide","Per hundred thousand inhabitants","1.30",""
"2016","Cyprus","Attempted intentional homicide","Per hundred thousand inhabitants","0.83",""
"2016","Cyprus","Assault","Per hundred thousand inhabitants","17.09",""
"2016","Cyprus","Kidnapping","Per hundred thousand inhabitants","3.54",""
"2016","Cyprus","Sexual violence","Per hundred thousand inhabitants","5.07",""
"2016","Cyprus","Rape","Per hundred thousand inhabitants","2.59",""
"2016","Cyprus","Sexual assault","Per hundred thousand inhabitants","2.48",""
"2016","Cyprus","Robbery","Per hundred thousand inhabitants","12.38",""
"2016","Cyprus","Burglary","Per hundred thousand inhabitants","198.86",""
"2016","Cyprus","Burglary of private residential premises","Per hundred thousand inhabitants","128.25",""
"2016","Cyprus","Theft","Per hundred thousand inhabitants","85.11",""
"2016","Cyprus","Theft of a motorized land vehicle","Per hundred thousand inhabitants","116.58",""
"2016","Cyprus","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","105.27",""
"2016","Latvia","Intentional homicide","Per hundred thousand inhabitants","5.64",""
"2016","Latvia","Attempted intentional homicide","Per hundred thousand inhabitants","0.71",""
"2016","Latvia","Assault","Per hundred thousand inhabitants","33.37",""
"2016","Latvia","Kidnapping","Per hundred thousand inhabitants","0.41",""
"2016","Latvia","Sexual violence","Per hundred thousand inhabitants","11.17",""
"2016","Latvia","Rape","Per hundred thousand inhabitants","7.21",""
"2016","Latvia","Sexual assault","Per hundred thousand inhabitants","4.22",""
"2016","Latvia","Robbery","Per hundred thousand inhabitants","33.06",""
"2016","Latvia","Burglary","Per hundred thousand inhabitants","323.27",""
"2016","Latvia","Burglary of private residential premises","Per hundred thousand inhabitants","88.02",""
"2016","Latvia","Theft","Per hundred thousand inhabitants","739.99",""
"2016","Latvia","Theft of a motorized land vehicle","Per hundred thousand inhabitants","49.52",""
"2016","Latvia","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","135.25",""
"2016","Lithuania","Intentional homicide","Per hundred thousand inhabitants","4.92",""
"2016","Lithuania","Attempted intentional homicide","Per hundred thousand inhabitants","0.66",""
"2016","Lithuania","Assault","Per hundred thousand inhabitants","7.48",""
"2016","Lithuania","Kidnapping","Per hundred thousand inhabitants","0.00",""
"2016","Lithuania","Sexual violence","Per hundred thousand inhabitants","7.20",""
"2016","Lithuania","Rape","Per hundred thousand inhabitants","3.81",""
"2016","Lithuania","Sexual assault","Per hundred thousand inhabitants","3.39",""
"2016","Lithuania","Robbery","Per hundred thousand inhabitants","46.46",""
"2016","Lithuania","Burglary","Per hundred thousand inhabitants","91.98",""
"2016","Lithuania","Burglary of private residential premises","Per hundred thousand inhabitants","91.98",""
"2016","Lithuania","Theft","Per hundred thousand inhabitants","691.11",""
"2016","Lithuania","Theft of a motorized land vehicle","Per hundred thousand inhabitants","43.72",""
"2016","Lithuania","Unlawful acts involving controlled drugs or precursors","Per hundred thousand inhabitants","79.21",""
